	Comparison	Taxa	Method	Group	LDA	P.unadj	P.adj	Significance
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Sediminibacillus|s_Sediminibacillus sp. DP4-553-S	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Sediminibacillus|s_Sediminibacillus sp. DP4-553-S	LEfSe	1	0.57315324	4.29E-06	4.29E-06	***
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_NA|f_NA|g_Candidatus Reidiella|s_Candidatus Reidiella endopervernicosa	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_NA|f_NA|g_Candidatus Reidiella|s_Candidatus Reidiella endopervernicosa	LEfSe	1	0.57308828	2.40E-08	2.40E-08	***
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Xanthomonadaceae|g_Xanthomonas|s_Xanthomonas oryzae	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Xanthomonadaceae|g_Xanthomonas|s_Xanthomonas oryzae	LEfSe	1	0.572968546	4.91E-08	4.91E-08	***
d_Bacteria|p_Ignavibacteriae|c_Ignavibacteria|o_Ignavibacteriales|f_Melioribacteraceae	1 - 2 - 3 - 4	d_Bacteria|p_Ignavibacteriae|c_Ignavibacteria|o_Ignavibacteriales|f_Melioribacteraceae	LEfSe	1	0.572782563	5.50E-09	5.50E-09	***
d_Bacteria|p_Bacteroidetes|c_Cytophagia|o_Cytophagales|f_Cytophagaceae|g_Spirosoma|s_Spirosoma sp. CJU-R4	1 - 2 - 3 - 4	d_Bacteria|p_Bacteroidetes|c_Cytophagia|o_Cytophagales|f_Cytophagaceae|g_Spirosoma|s_Spirosoma sp. CJU-R4	LEfSe	1	0.5726628	0.000140399	0.000140399	***
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Sutcliffiella|s_Sutcliffiella cohnii	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Sutcliffiella|s_Sutcliffiella cohnii	LEfSe	1	0.572527061	3.10E-10	3.10E-10	***
d_Bacteria|p_Actinobacteria|c_Actinomycetia|o_Actinomycetales|f_Actinomycetaceae|g_Actinomyces|s_Actinomyces trachealis	1 - 2 - 3 - 4	d_Bacteria|p_Actinobacteria|c_Actinomycetia|o_Actinomycetales|f_Actinomycetaceae|g_Actinomyces|s_Actinomyces trachealis	LEfSe	1	0.57183751	3.01E-11	3.01E-11	***
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Campylobacter|s_Campylobacter insulaenigrae	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Campylobacter|s_Campylobacter insulaenigrae	LEfSe	1	0.571542494	0.000108863	0.000108863	***
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfuromonadales|f_Geobacteraceae|g_Geotalea|s_Geotalea uraniireducens	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfuromonadales|f_Geobacteraceae|g_Geotalea|s_Geotalea uraniireducens	LEfSe	1	0.571516308	3.35E-11	3.35E-11	***
d_Bacteria|p_Actinobacteria|c_Actinomycetia|o_Streptomycetales|f_Streptomycetaceae|g_Streptomyces|s_Streptomyces albireticuli	1 - 2 - 3 - 4	d_Bacteria|p_Actinobacteria|c_Actinomycetia|o_Streptomycetales|f_Streptomycetaceae|g_Streptomyces|s_Streptomyces albireticuli	LEfSe	1	0.57133045	8.98E-07	8.98E-07	***
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Vibrionales|f_Vibrionaceae|g_Vibrio|s_Vibrio alginolyticus	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Vibrionales|f_Vibrionaceae|g_Vibrio|s_Vibrio alginolyticus	LEfSe	1	0.571239562	0.001502076	0.001502076	**
d_Viruses|p_NA|c_NA|o_NA|f_Anelloviridae	1 - 2 - 3 - 4	d_Viruses|p_NA|c_NA|o_NA|f_Anelloviridae	LEfSe	1	0.571237234	0.012431714	0.012431714	*
d_Archaea|p_Euryarchaeota|c_Halobacteria|o_Halobacteriales|f_Haloarculaceae|g_Halomicrobium	1 - 2 - 3 - 4	d_Archaea|p_Euryarchaeota|c_Halobacteria|o_Halobacteriales|f_Haloarculaceae|g_Halomicrobium	LEfSe	1	0.571064965	0.015056974	0.015056974	*
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Syntrophales|f_Syntrophaceae|g_Syntrophus|s_Syntrophus aciditrophicus	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Syntrophales|f_Syntrophaceae|g_Syntrophus|s_Syntrophus aciditrophicus	LEfSe	1	0.570920997	1.65E-07	1.65E-07	***
d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Flavobacteriaceae|g_Wenyingzhuangia|s_Wenyingzhuangia fucanilytica	1 - 2 - 3 - 4	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Flavobacteriaceae|g_Wenyingzhuangia|s_Wenyingzhuangia fucanilytica	LEfSe	1	0.570700034	6.15E-07	6.15E-07	***
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Vibrionales|f_Vibrionaceae|g_Photobacterium|s_Photobacterium gaetbulicola	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Vibrionales|f_Vibrionaceae|g_Photobacterium|s_Photobacterium gaetbulicola	LEfSe	1	0.570647709	0.000258478	0.000258478	***
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Oxalobacteraceae|g_Massilia|s_Massilia plicata	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Oxalobacteraceae|g_Massilia|s_Massilia plicata	LEfSe	1	0.570623095	0.000388026	0.000388026	***
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Phyllobacteriaceae|g_Aquibium	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Phyllobacteriaceae|g_Aquibium	LEfSe	1	0.570545529	0.000196958	0.000196958	***
d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Empedobacter|s_Empedobacter stercoris	1 - 2 - 3 - 4	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Empedobacter|s_Empedobacter stercoris	LEfSe	1	0.570531314	2.17E-08	2.17E-08	***
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Paenibacillus|s_Paenibacillus borealis	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Paenibacillus|s_Paenibacillus borealis	LEfSe	3	0.57047764	2.10E-12	2.10E-12	***
d_Bacteria|p_Planctomycetes|c_Planctomycetia|o_Gemmatales|f_Gemmataceae|g_Frigoriglobus	1 - 2 - 3 - 4	d_Bacteria|p_Planctomycetes|c_Planctomycetia|o_Gemmatales|f_Gemmataceae|g_Frigoriglobus	LEfSe	1	0.57041433	1.37E-05	1.37E-05	***
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Rhodobacter|s_Rhodobacter capsulatus	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Rhodobacter|s_Rhodobacter capsulatus	LEfSe	1	0.570277427	2.41E-08	2.41E-08	***
d_Bacteria|p_Firmicutes|c_Clostridia|o_Thermoanaerobacterales|f_Thermoanaerobacterales Family IV. Incertae Sedis|g_Mahella|s_Mahella australiensis	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Clostridia|o_Thermoanaerobacterales|f_Thermoanaerobacterales Family IV. Incertae Sedis|g_Mahella|s_Mahella australiensis	LEfSe	1	0.569704085	1.11E-07	1.11E-07	***
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Pectobacteriaceae|g_Brenneria	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Pectobacteriaceae|g_Brenneria	LEfSe	1	0.569503087	1.89E-06	1.89E-06	***
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Rhizobiaceae|g_Ensifer|s_Ensifer mexicanus	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Rhizobiaceae|g_Ensifer|s_Ensifer mexicanus	LEfSe	1	0.569408553	3.73E-10	3.73E-10	***
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Kingella|s_Kingella kingae	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Kingella|s_Kingella kingae	LEfSe	1	0.568890255	1.57E-05	1.57E-05	***
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Rhodocyclales|f_Rhodocyclaceae|g_Azospira|s_Azospira inquinata	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Rhodocyclales|f_Rhodocyclaceae|g_Azospira|s_Azospira inquinata	LEfSe	1	0.568059612	0.003913015	0.003913015	**
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Halomonadaceae|g_Chromohalobacter|s_Chromohalobacter salexigens	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Halomonadaceae|g_Chromohalobacter|s_Chromohalobacter salexigens	LEfSe	1	0.568059612	0.000686218	0.000686218	***
d_Bacteria|p_Chlorobi|c_Chlorobia|o_Chlorobiales|f_Chlorobiaceae|g_Chlorobaculum|s_Chlorobaculum limnaeum	1 - 2 - 3 - 4	d_Bacteria|p_Chlorobi|c_Chlorobia|o_Chlorobiales|f_Chlorobiaceae|g_Chlorobaculum|s_Chlorobaculum limnaeum	LEfSe	1	0.567950159	1.18E-07	1.18E-07	***
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_Stellaceae	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_Stellaceae	LEfSe	1	0.567802106	0.003913015	0.003913015	**
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Parvibaculaceae|g_Kaustia	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Parvibaculaceae|g_Kaustia	LEfSe	1	0.567691401	1.73E-06	1.73E-06	***
d_Bacteria|p_Firmicutes|c_Clostridia|o_Thermoanaerobacterales|f_Zhaonellaceae	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Clostridia|o_Thermoanaerobacterales|f_Zhaonellaceae	LEfSe	3	0.567677929	1.67E-12	1.67E-12	***
d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Chryseobacterium|s_Chryseobacterium piperi	1 - 2 - 3 - 4	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Chryseobacterium|s_Chryseobacterium piperi	LEfSe	1	0.566958095	6.43E-10	6.43E-10	***
d_Bacteria|p_Actinobacteria|c_Actinomycetia|o_Propionibacteriales|f_Propionibacteriaceae|g_Brevilactibacter|s_Brevilactibacter coleopterorum	1 - 2 - 3 - 4	d_Bacteria|p_Actinobacteria|c_Actinomycetia|o_Propionibacteriales|f_Propionibacteriaceae|g_Brevilactibacter|s_Brevilactibacter coleopterorum	LEfSe	1	0.565716695	3.58E-07	3.58E-07	***
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Pseudoalteromonadaceae|g_Pseudoalteromonas|s_Pseudoalteromonas rubra	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Pseudoalteromonadaceae|g_Pseudoalteromonas|s_Pseudoalteromonas rubra	LEfSe	1	0.565646442	0.001073298	0.001073298	**
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_NA|g_Exiguobacterium|s_Exiguobacterium sp. N4-1P	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_NA|g_Exiguobacterium|s_Exiguobacterium sp. N4-1P	LEfSe	1	0.565536273	3.29E-13	3.29E-13	***
d_Bacteria|p_Firmicutes|c_Clostridia|o_Thermoanaerobacterales|f_Zhaonellaceae|g_Zhaonella|s_Zhaonella formicivorans	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Clostridia|o_Thermoanaerobacterales|f_Zhaonellaceae|g_Zhaonella|s_Zhaonella formicivorans	LEfSe	3	0.565512557	1.67E-12	1.67E-12	***
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Sediminibacillus	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Sediminibacillus	LEfSe	1	0.565330413	4.29E-06	4.29E-06	***
d_Archaea|p_Euryarchaeota|c_Halobacteria|o_Halobacteriales|f_Haloarculaceae|g_Halomicrobium|s_Halomicrobium sp. LC1Hm	1 - 2 - 3 - 4	d_Archaea|p_Euryarchaeota|c_Halobacteria|o_Halobacteriales|f_Haloarculaceae|g_Halomicrobium|s_Halomicrobium sp. LC1Hm	LEfSe	1	0.565247732	0.009834314	0.009834314	**
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Novosphingobium|s_Novosphingobium sp. EMRT-2	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Novosphingobium|s_Novosphingobium sp. EMRT-2	LEfSe	1	0.565085351	2.40E-07	2.40E-07	***
d_Archaea|p_Euryarchaeota|c_Methanobacteria|o_Methanobacteriales|f_Methanobacteriaceae|g_Methanobrevibacter|s_Methanobrevibacter olleyae	1 - 2 - 3 - 4	d_Archaea|p_Euryarchaeota|c_Methanobacteria|o_Methanobacteriales|f_Methanobacteriaceae|g_Methanobrevibacter|s_Methanobrevibacter olleyae	LEfSe	1	0.564906545	1.94E-05	1.94E-05	***
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_Stellaceae|g_Stella	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_Stellaceae|g_Stella	LEfSe	1	0.5648863	0.003913015	0.003913015	**
d_Bacteria|p_Armatimonadetes|c_Chthonomonadetes|o_Chthonomonadales|f_Chthonomonadaceae|g_Chthonomonas	1 - 2 - 3 - 4	d_Bacteria|p_Armatimonadetes|c_Chthonomonadetes|o_Chthonomonadales|f_Chthonomonadaceae|g_Chthonomonas	LEfSe	1	0.564880757	5.02E-06	5.02E-06	***
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Yersiniaceae|g_Serratia|s_Serratia plymuthica	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Yersiniaceae|g_Serratia|s_Serratia plymuthica	LEfSe	1	0.564433964	6.24E-09	6.24E-09	***
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus schleiferi	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus schleiferi	LEfSe	1	0.564422582	1.41E-06	1.41E-06	***
d_Bacteria|p_Cyanobacteria|c_NA|o_Oscillatoriales|f_Oscillatoriaceae|g_Moorena|s_Moorena producens	1 - 2 - 3 - 4	d_Bacteria|p_Cyanobacteria|c_NA|o_Oscillatoriales|f_Oscillatoriaceae|g_Moorena|s_Moorena producens	LEfSe	1	0.563828899	3.40E-09	3.40E-09	***
d_Archaea|p_Euryarchaeota|c_Methanomicrobia|o_Methanocellales|f_Methanocellaceae|g_Methanocella|s_Methanocella conradii	1 - 2 - 3 - 4	d_Archaea|p_Euryarchaeota|c_Methanomicrobia|o_Methanocellales|f_Methanocellaceae|g_Methanocella|s_Methanocella conradii	LEfSe	1	0.563554221	3.49E-10	3.49E-10	***
d_Bacteria|p_Actinobacteria|c_Actinomycetia|o_Pseudonocardiales|f_Pseudonocardiaceae|g_Amycolatopsis|s_Amycolatopsis orientalis	1 - 2 - 3 - 4	d_Bacteria|p_Actinobacteria|c_Actinomycetia|o_Pseudonocardiales|f_Pseudonocardiaceae|g_Amycolatopsis|s_Amycolatopsis orientalis	LEfSe	1	0.563472543	0.000139047	0.000139047	***
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Paenibacillus|s_Paenibacillus swuensis	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Paenibacillus|s_Paenibacillus swuensis	LEfSe	1	0.563134966	1.05E-06	1.05E-06	***
d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Carnobacteriaceae|g_Marinilactibacillus	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Carnobacteriaceae|g_Marinilactibacillus	LEfSe	1	0.563085103	1.81E-08	1.81E-08	***
d_Bacteria|p_Firmicutes|c_Erysipelotrichia|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Erysipelothrix|s_Erysipelothrix sp. HDW6B	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Erysipelotrichia|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Erysipelothrix|s_Erysipelothrix sp. HDW6B	LEfSe	1	0.562913206	1.91E-05	1.91E-05	***
d_Bacteria|p_Actinobacteria|c_Actinomycetia|o_Streptomycetales|f_Streptomycetaceae|g_Streptomyces|s_Streptomyces buecherae	1 - 2 - 3 - 4	d_Bacteria|p_Actinobacteria|c_Actinomycetia|o_Streptomycetales|f_Streptomycetaceae|g_Streptomyces|s_Streptomyces buecherae	LEfSe	1	0.562713124	2.04E-06	2.04E-06	***
d_Bacteria|p_Actinobacteria|c_Actinomycetia|o_Actinomycetales|f_Actinomycetaceae|g_Trueperella|s_Trueperella bialowiezensis	1 - 2 - 3 - 4	d_Bacteria|p_Actinobacteria|c_Actinomycetia|o_Actinomycetales|f_Actinomycetaceae|g_Trueperella|s_Trueperella bialowiezensis	LEfSe	1	0.562642474	1.12E-05	1.12E-05	***
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Hydrogenophaga|s_Hydrogenophaga taeniospiralis	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Hydrogenophaga|s_Hydrogenophaga taeniospiralis	LEfSe	1	0.562619952	6.56E-05	6.56E-05	***
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Rhodobaca|s_Rhodobaca barguzinensis	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Rhodobaca|s_Rhodobaca barguzinensis	LEfSe	1	0.562613682	0.000355041	0.000355041	***
d_Archaea|p_Euryarchaeota|c_Halobacteria|o_Halobacteriales|f_Halobacteriaceae|g_Halobacterium	1 - 2 - 3 - 4	d_Archaea|p_Euryarchaeota|c_Halobacteria|o_Halobacteriales|f_Halobacteriaceae|g_Halobacterium	LEfSe	1	0.562361036	0.00494579	0.00494579	**
d_Bacteria|p_Actinobacteria|c_Actinomycetia|o_Streptomycetales|f_Streptomycetaceae|g_Streptomyces|s_Streptomyces xanthii	1 - 2 - 3 - 4	d_Bacteria|p_Actinobacteria|c_Actinomycetia|o_Streptomycetales|f_Streptomycetaceae|g_Streptomyces|s_Streptomyces xanthii	LEfSe	1	0.562203817	2.65E-09	2.65E-09	***
d_Bacteria|p_Cyanobacteria|c_NA|o_Nostocales|f_Tolypothrichaceae|g_Tolypothrix	1 - 2 - 3 - 4	d_Bacteria|p_Cyanobacteria|c_NA|o_Nostocales|f_Tolypothrichaceae|g_Tolypothrix	LEfSe	1	0.561976687	9.11E-09	9.11E-09	***
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Kangiellales|f_Kangiellaceae|g_Kangiella|s_Kangiella sediminilitoris	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Kangiellales|f_Kangiellaceae|g_Kangiella|s_Kangiella sediminilitoris	LEfSe	1	0.561939794	0.000107267	0.000107267	***
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Desulfovibrio|s_Desulfovibrio sulfodismutans	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Desulfovibrio|s_Desulfovibrio sulfodismutans	LEfSe	1	0.561906615	2.63E-08	2.63E-08	***
d_Bacteria|p_Actinobacteria|c_Actinomycetia|o_Micrococcales|f_Micrococcaceae|g_Pseudarthrobacter|s_Pseudarthrobacter sp. L1SW	1 - 2 - 3 - 4	d_Bacteria|p_Actinobacteria|c_Actinomycetia|o_Micrococcales|f_Micrococcaceae|g_Pseudarthrobacter|s_Pseudarthrobacter sp. L1SW	LEfSe	1	0.561651267	3.33E-07	3.33E-07	***
d_Bacteria|p_Firmicutes|c_Clostridia|o_Thermoanaerobacterales|f_Thermoanaerobacteraceae|g_Thermacetogenium|s_Thermacetogenium phaeum	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Clostridia|o_Thermoanaerobacterales|f_Thermoanaerobacteraceae|g_Thermacetogenium|s_Thermacetogenium phaeum	LEfSe	1	0.561428778	3.96E-10	3.96E-10	***
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Peribacillus|s_Peribacillus psychrosaccharolyticus	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Peribacillus|s_Peribacillus psychrosaccharolyticus	LEfSe	3	0.561266988	1.74E-10	1.74E-10	***
d_Bacteria|p_Armatimonadetes|c_Chthonomonadetes|o_Chthonomonadales|f_Chthonomonadaceae|g_Chthonomonas|s_Chthonomonas calidirosea	1 - 2 - 3 - 4	d_Bacteria|p_Armatimonadetes|c_Chthonomonadetes|o_Chthonomonadales|f_Chthonomonadaceae|g_Chthonomonas|s_Chthonomonas calidirosea	LEfSe	1	0.560936849	5.02E-06	5.02E-06	***
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Erwiniaceae|g_Mixta|s_Mixta theicola	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Erwiniaceae|g_Mixta|s_Mixta theicola	LEfSe	1	0.560897747	1.61E-09	1.61E-09	***
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Brevibacillus|s_Brevibacillus choshinensis	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Brevibacillus|s_Brevibacillus choshinensis	LEfSe	1	0.560825755	5.53E-09	5.53E-09	***
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Parvibaculaceae|g_Kaustia|s_Kaustia mangrovi	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Parvibaculaceae|g_Kaustia|s_Kaustia mangrovi	LEfSe	1	0.560758737	1.73E-06	1.73E-06	***
d_Bacteria|p_Candidatus Saccharibacteria|c_Candidatus Saccharimonia|o_Candidatus Nanosynbacterales|f_Candidatus Nanosynbacteraceae|g_Candidatus Nanosynbacter|s_Candidatus Nanosynbacter lyticus	1 - 2 - 3 - 4	d_Bacteria|p_Candidatus Saccharibacteria|c_Candidatus Saccharimonia|o_Candidatus Nanosynbacterales|f_Candidatus Nanosynbacteraceae|g_Candidatus Nanosynbacter|s_Candidatus Nanosynbacter lyticus	LEfSe	1	0.560273163	0.00023061	0.00023061	***
d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Planococcaceae|g_Planococcus|s_Planococcus glaciei	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Planococcaceae|g_Planococcus|s_Planococcus glaciei	LEfSe	1	0.560259995	8.70E-08	8.70E-08	***
d_Bacteria|p_Dictyoglomi|c_Dictyoglomia|o_Dictyoglomales|f_Dictyoglomaceae|g_Dictyoglomus|s_Dictyoglomus thermophilum	1 - 2 - 3 - 4	d_Bacteria|p_Dictyoglomi|c_Dictyoglomia|o_Dictyoglomales|f_Dictyoglomaceae|g_Dictyoglomus|s_Dictyoglomus thermophilum	LEfSe	1	0.559942727	5.76E-05	5.76E-05	***
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Pandoraea|s_Pandoraea pnomenusa	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Pandoraea|s_Pandoraea pnomenusa	LEfSe	1	0.559513692	0.037151822	0.037151822	*
d_Bacteria|p_Firmicutes|c_Clostridia|o_Thermoanaerobacterales|f_Thermoanaerobacteraceae|g_Moorella|s_Moorella glycerini	1 - 2 - 3 - 4	d_Bacteria|p_Firmicutes|c_Clostridia|o_Thermoanaerobacterales|f_Thermoanaerobacteraceae|g_Moorella|s_Moorella glycerini	LEfSe	1	0.558865447	1.89E-10	1.89E-10	***
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pasteurellales|f_Pasteurellaceae|g_Avibacterium	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pasteurellales|f_Pasteurellaceae|g_Avibacterium	LEfSe	1	0.558824972	7.73E-07	7.73E-07	***
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Brucellaceae|g_Brucella|s_Brucella sp. BTU1	1 - 2 - 3 - 4	d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Brucellaceae|g_Brucella|s_Brucella sp. BTU1	LEfSe	1	0.558686711	6.14E-07	6.14E-07	***
